geonameid,city,subcountry,country
1142170,Fayzabad,Badakhshan,Afghanistan
1141089,Ghormach,Badghis,Afghanistan
1147290,Balkh,Balkh,Afghanistan
1136575,Khulm,Balkh,Afghanistan
1133616,Mazār-E Sharīf,Balkh,Afghanistan
1147242,Bāmyān,Bāmīān,Afghanistan
1142264,Farah,Farah,Afghanistan
1148658,Andkhōy,Faryab,Afghanistan
1133453,Maymana,Faryab,Afghanistan
1141269,Ghazni,Ghaznī,Afghanistan
1125896,Shahrak,Ghowr,Afghanistan
1141540,Gereshk,Helmand,Afghanistan
1134720,Lashkar Gāh,Helmand,Afghanistan
1140026,Herāt,Herat,Afghanistan
1142404,Kafir Qala,Herat,Afghanistan
1137807,Karukh,Herat,Afghanistan
1135158,Kushk,Herat,Afghanistan
1125155,Shīnḏanḏ,Herat,Afghanistan
1129516,Qarqīn,Jowzjān,Afghanistan
1125444,Shibirghān,Jowzjān,Afghanistan
1138958,Kabul,Kabul,Afghanistan
1131316,Paghmān,Kabul,Afghanistan
1138336,Kandahār,Kandahār,Afghanistan
1136469,Khōst,Khowst,Afghanistan
1148311,Asadābād,Konar,Afghanistan
1148205,Āsmār,Konar,Afghanistan
1137168,Khanabad,Kunduz,Afghanistan
1135689,Kunduz,Kunduz,Afghanistan
1129648,Qarāwul,Kunduz,Afghanistan
1133574,Mehtar Lām,Laghmān,Afghanistan
1147066,Barakī Barak,Lowgar,Afghanistan
1139715,Jalālābād,Nangarhār,Afghanistan
1469706,Markaz-E Woluswalī-Ye Āchīn,Nangarhār,Afghanistan
1136863,Khāsh,Nīmrūz,Afghanistan
1120985,Zaranj,Nīmrūz,Afghanistan
1141857,Gardēz,Paktia,Afghanistan
1429434,Bāzārak,Panjshir,Afghanistan
1145352,Charikar,Parvān,Afghanistan
1139807,Jabal Os Saraj,Parvān,Afghanistan
1127768,Aībak,Samangān,Afghanistan
1127628,Sang-E Chārak,Sar-E Pol,Afghanistan
1127110,Sar-E Pul,Sar-E Pol,Afghanistan
1128265,Rustāq,Takhār,Afghanistan
1123004,Taloqan,Takhār,Afghanistan
1148106,Ārt Khwājah,Takhār,Afghanistan
1147540,Baghlān,Wilāyat-E Baghlān,Afghanistan
1132495,Nahrīn,Wilāyat-E Baghlān,Afghanistan
1130490,Pul-E Khumrī,Wilāyat-E Baghlān,Afghanistan
3041732,Mariehamn,Mariehamns Stad,Aland Islands
3186084,Berat,Berat,Albania
3185060,Kuçovë,Berat,Albania
783493,Burrel,Dibër,Albania
3185728,Durrës,Durrës,Albania
3185082,Krujë,Durrës,Albania
783263,Elbasan,Elbasan,Albania
3185672,Fier,Fier,Albania
3185670,Fier-Çifçi,Fier,Albania
3184862,Lushnjë,Fier,Albania
3184517,Patos Fshat,Fier,Albania
783148,Gjirokastër,Gjirokastër,Albania
782756,Korçë,Korçë,Albania
782661,Kukës,Kukës,Albania
3185012,Laç,Lezhë,Albania
3184935,Lezhë,Lezhë,Albania
3184081,Shkodër,Shkodër,Albania
3185211,Kavajë,Tiranë,Albania
3183875,Tirana,Tiranë,Albania
363243,Sarandë,Vlorë,Albania
3183719,Vlorë,Vlorë,Albania
2508813,Adrar,Adrar,Algeria
2506795,Aoulef,Adrar,Algeria
2483761,Reggane,Adrar,Algeria
2476403,Timimoun,Adrar,Algeria
2507480,Algiers,Alger,Algeria
2507912,Aïn Taya,Alger,Algeria
2505854,Bab Ezzouar,Alger,Algeria
2503847,Birkhadem,Alger,Algeria
2503661,Bordj El Kiffan,Alger,Algeria
2500889,Dar El Beïda,Alger,Algeria
2482908,Rouiba,Alger,Algeria
2506999,Annaba,Annaba,Algeria
2504136,Berrahal,Annaba,Algeria
2499055,Drean,Annaba,Algeria
2498183,El Hadjar,Annaba,Algeria
2508228,Aïn Defla,Aïn Defla,Algeria
2498782,El Abadia,Aïn Defla,Algeria
2498590,El Attaf,Aïn Defla,Algeria
2491911,Khemis Miliana,Aïn Defla,Algeria
2476915,Theniet El Had,Aïn Defla,Algeria
2507901,Aïn Temouchent,Aïn Temouchent,Algeria
2504581,Beni Saf,Aïn Temouchent,Algeria
2498704,El Amria,Aïn Temouchent,Algeria
2497714,El Malah,Aïn Temouchent,Algeria
2494554,Hammam Bou Hadjar,Aïn Temouchent,Algeria
2506404,Arris,Batna,Algeria
2507877,Aïn Touta,Batna,Algeria
2505629,Barika,Batna,Algeria
2505572,Batna,Batna,Algeria
2491050,Larbaâ,Batna,Algeria
2487882,Merouana,Batna,Algeria
2483968,Râs El Aïoun,Batna,Algeria
2477528,Tazoult-Lambese,Batna,Algeria
2507646,Akbou,Bejaïa,Algeria
2507169,Amizour,Bejaïa,Algeria
2505651,Barbacha,Bejaïa,Algeria
2505329,Bejaïa,Bejaïa,Algeria
2476412,El Hed,Bejaïa,Algeria
2497796,El Kseur,Bejaïa,Algeria
2496573,Feraoun,Bejaïa,Algeria
2482159,Seddouk,Bejaïa,Algeria
2503826,Biskra,Biskra,Algeria
2480368,Sidi Khaled,Biskra,Algeria
2479916,Sidi Okba,Biskra,Algeria
2475612,Tolga,Biskra,Algeria
2474506,Zeribet El Oued,Biskra,Algeria
2504622,Beni Mered,Blida,Algeria
2503769,Blida,Blida,Algeria
2503181,Boufarik,Blida,Algeria
2503147,Bougara,Blida,Algeria
2502962,Bouinan,Blida,Algeria
2503468,Boû Arfa,Blida,Algeria
2501680,Chebli,Blida,Algeria
2501323,Chiffa,Blida,Algeria
2488722,Meftah,Blida,Algeria
2479966,Sidi Moussa,Blida,Algeria
2479183,Souma,Blida,Algeria
2503701,Bordj Bou Arreridj,Bordj Bou Arréridj,Algeria
2503654,Bordj Ghdir,Bordj Bou Arréridj,Algeria
2503620,Bordj Zemoura,Bordj Bou Arréridj,Algeria
2498766,El Achir,Bordj Bou Arréridj,Algeria
2490180,Mansourah,Bordj Bou Arréridj,Algeria
2488202,Melouza,Bordj Bou Arréridj,Algeria
2483936,Râs El Oued,Bordj Bou Arréridj,Algeria
2508268,Aïn Bessem,Bouira,Algeria
2502958,Bouïra,Bouira,Algeria
2501289,Chorfa,Bouira,Algeria
2499104,Draa El Mizan,Bouira,Algeria
2491134,Lakhdaria,Bouira,Algeria
2479161,Sour El Ghozlane,Bouira,Algeria
2506623,Arbatache,Boumerdes,Algeria
2504739,Beni Amrane,Boumerdes,Algeria
2503229,Boudouaou,Boumerdes,Algeria
2474141,Boumerdas,Boumerdes,Algeria
2501873,Chabet El Ameur,Boumerdes,Algeria
2500583,Dellys,Boumerdes,Algeria
2499116,Draa Ben Khedda,Boumerdes,Algeria
2492991,Isser,Boumerdes,Algeria
2491913,Khemis El Khechna,Boumerdes,Algeria
2490297,Makouda,Boumerdes,Algeria
2486505,Naciria,Boumerdes,Algeria
2483757,Reghaïa,Boumerdes,Algeria
2478831,Tadmaït,Boumerdes,Algeria
2476917,Thenia,Boumerdes,Algeria
2475764,Tizi Gheniff,Boumerdes,Algeria
2505530,Béchar,Béchar,Algeria
2509031,Abou El Hassan,Chlef,Algeria
2502924,Boukadir,Chlef,Algeria
2498611,Chlef,Chlef,Algeria
2498954,Ech Chettia,Chlef,Algeria
2485618,Oued Fodda,Chlef,Algeria
2485572,Oued Sly,Chlef,Algeria
2481207,Sidi Akkacha,Chlef,Algeria
2507926,Aïn Smara,Constantine,Algeria
2501152,Constantine,Constantine,Algeria
2500401,Didouche Mourad,Constantine,Algeria
2497849,El Khroub,Constantine,Algeria
2494610,Hamma Bouziane,Constantine,Algeria
2508309,’Aïn Abid,Constantine,Algeria
2507972,Aïn Oussera,Djelfa,Algeria
2503852,Birine,Djelfa,Algeria
2501767,Charef,Djelfa,Algeria
2500904,Dar Chioukh,Djelfa,Algeria
2500017,Djelfa,Djelfa,Algeria
2498000,El Idrissia,Djelfa,Algeria
2487772,Messaad,Djelfa,Algeria
2508184,’Aïn El Bell,Djelfa,Algeria
2502034,Brezina,El Bayadh,Algeria
2498775,El Abiodh Sidi Cheikh,El Bayadh,Algeria
2498543,El Bayadh,El Bayadh,Algeria
2500737,Debila,El Oued,Algeria
2497411,El Oued,El Oued,Algeria
2483746,Reguiba,El Oued,Algeria
2483000,Robbah,El Oued,Algeria
2504486,Ben Mehidi,El Tarf,Algeria
2504072,Besbes,El Tarf,Algeria
2497988,El Kala,El Tarf,Algeria
2497323,El Tarf,El Tarf,Algeria
2504110,Berriane,Ghardaïa,Algeria
2496049,Ghardaïa,Ghardaïa,Algeria
2487620,Metlili Chaamba,Ghardaïa,Algeria
2502686,Boumahra Ahmed,Guelma,Algeria
2495662,Guelma,Guelma,Algeria
2493956,Héliopolis,Guelma,Algeria
2492913,Jijel,Jijel,Algeria
2491889,Khenchela,Khenchela,Algeria
2508737,Aflou,Laghouat,Algeria
2491191,Laghouat,Laghouat,Algeria
2503033,Bou Hanifia El Hamamat,Mascara,Algeria
2490098,Mascara,Mascara,Algeria
2485636,Oued El Abtal,Mascara,Algeria
2479609,Sig,Mascara,Algeria
2501541,Chelghoum El Aïd,Mila,Algeria
2487452,Mila,Mila,Algeria
2482939,Rouached,Mila,Algeria
2480198,Sidi Mérouane,Mila,Algeria
2477255,Telerghma,Mila,Algeria
2487134,Mostaganem,Mostaganem,Algeria
2504099,Berrouaghia,Médéa,Algeria
2491323,Ksar El Boukhari,Médéa,Algeria
2488835,Médéa,Médéa,Algeria
2486690,M’Sila,MʼSila,Algeria
2481246,Sidi Aïssa,MʼSila,Algeria
2508157,‘Aïn El Hadjel,MʼSila,Algeria
2508130,’Aïn El Melh,MʼSila,Algeria
2507943,Aïn Sefra,Naama النعامة,Algeria
2508174,Aïn El Bya,Oran,Algeria
2503874,Bir El Djir,Oran,Algeria
2502239,Bou Tlelis,Oran,Algeria
2497060,Es Senia,Oran,Algeria
2487852,Mers El Kebir,Oran,Algeria
2485926,Oran,Oran,Algeria
2480618,Sidi Ech Chahmi,Oran,Algeria
2508119,’Aïn El Turk,Oran,Algeria
2500282,Djamaa,Ouargla,Algeria
2498172,El Hadjira,Ouargla,Algeria
2494029,Hassi Messaoud,Ouargla,Algeria
2488716,Megarine,Ouargla,Algeria
2485801,Ouargla,Ouargla,Algeria
2482886,Rouissat,Ouargla,Algeria
2481058,Sidi Amrane,Ouargla,Algeria
2477462,Tebesbest,Ouargla,Algeria
2475475,Touggourt,Ouargla,Algeria
2508287,Aïn Beïda,Oum El Bouaghi,Algeria
2508102,Aïn Fakroun,Oum El Bouaghi,Algeria
2508059,Aïn Kercha,Oum El Bouaghi,Algeria
2498667,El Aouinet,Oum El Bouaghi,Algeria
2487805,Meskiana,Oum El Bouaghi,Algeria
2484620,Oum El Bouaghi,Oum El Bouaghi,Algeria
2507155,Ammi Moussa,Relizane,Algeria
2492920,Djidiouia,Relizane,Algeria
2489987,Mazouna,Relizane,Algeria
2485582,Oued Rhiou,Relizane,Algeria
2483668,Relizane,Relizane,Algeria
2474638,Zemoura,Relizane,Algeria
2508010,’Aïn Merane,Relizane,Algeria
2482572,Saïda,Saïda,Algeria
2481639,Sfizef,Sidi Bel Abbès,Algeria
2481007,Sidi Bel Abbès,Sidi Bel Abbès,Algeria
2508180,’Aïn El Berd,Sidi Bel Abbès,Algeria
2505915,Azzaba,Skikda,Algeria
2492345,Kerkera,Skikda,Algeria
2479536,Skikda,Skikda,Algeria
2478226,Tamalous,Skikda,Algeria
2482090,Sedrata,Souk Ahras,Algeria
2479215,Souk Ahras,Souk Ahras,Algeria
2508297,Aïn Arnat,Sétif,Algeria
6698360,Babor - Ville,Sétif,Algeria
2503156,Bougaa,Sétif,Algeria
2498392,El Eulma,Sétif,Algeria
2482447,Salah Bey,Sétif,Algeria
2481700,Sétif,Sétif,Algeria
2493222,I-N-Salah,Tamanghasset,Algeria
2478216,Tamanrasset,Tamanghasset,Algeria
2496232,Frenda,Tiaret,Algeria
2491335,Ksar Chellala,Tiaret,Algeria
2488616,Mehdia,Tiaret,Algeria
2479247,Sougueur,Tiaret,Algeria
2476897,Tiaret,Tiaret,Algeria
2508225,’Aïn Deheb,Tiaret,Algeria
2476301,Tindouf,Tindouf,Algeria
2505653,Baraki,Tipaza,Algeria
2502939,Bou Ismaïl,Tipaza,Algeria
2501465,Cheraga,Tipaza,Algeria
2499193,Douera,Tipaza,Algeria
2498752,El Affroun,Tipaza,Algeria
2494962,Hadjout,Tipaza,Algeria
2491578,Kolea,Tipaza,Algeria
2486825,Mouzaïa,Tipaza,Algeria
2485633,Oued El Alleug,Tipaza,Algeria
2482390,Saoula,Tipaza,Algeria
2476028,Tipasa,Tipaza,Algeria
2474583,Zeralda,Tipaza,Algeria
2508275,’Aïn Benian,Tipaza,Algeria
2479203,Lardjem,Tissemsilt,Algeria
2475860,Tissemsilt,Tissemsilt,Algeria
2506519,Arhribs,Tizi Ouzou,Algeria
2506043,Azazga,Tizi Ouzou,Algeria
2504703,Beni Douala,Tizi Ouzou,Algeria
2503755,Boghni,Tizi Ouzou,Algeria
2503237,Boudjima,Tizi Ouzou,Algeria
2501508,Chemini,Tizi Ouzou,Algeria
2496241,Freha,Tizi Ouzou,Algeria
2493605,Ighram,Tizi Ouzou,Algeria
2491042,L’Arbaa Naït Irathen,Tizi Ouzou,Algeria
2488500,Mekla,Tizi Ouzou,Algeria
2476396,Timizart,Tizi Ouzou,Algeria
2475921,Tirmitine,Tizi Ouzou,Algeria
2475744,Tizi Ouzou,Tizi Ouzou,Algeria
2475740,Tizi Rached,Tizi Ouzou,Algeria
2475752,Tizi-N-Tleta,Tizi Ouzou,Algeria
2508152,’Aïn El Hammam,Tizi Ouzou,Algeria
2504616,Beni Mester,Tlemcen,Algeria
2504385,Bensekrane,Tlemcen,Algeria
2501362,Chetouane,Tlemcen,Algeria
2493918,Hennaya,Tlemcen,Algeria
2490183,Mansoûra,Tlemcen,Algeria
2486284,Nedroma,Tlemcen,Algeria
2484846,Ouled Mimoun,Tlemcen,Algeria
2483649,Remchi,Tlemcen,Algeria
2482211,Sebdou,Tlemcen,Algeria
2481389,Sidi Abdelli,Tlemcen,Algeria
2475687,Tlemcen,Tlemcen,Algeria
2503878,Bir El Ater,Tébessa,Algeria
2501404,Cheria,Tébessa,Algeria
2494548,Hammamet,Tébessa,Algeria
2477461,Tébessa,Tébessa,Algeria
5881576,Pago Pago,Eastern District,American Samoa
3041563,Andorra La Vella,Andorra La Vella,Andorra
3040051,Les Escaldes,Escaldes-Engordany,Andorra
2242001,Caxito,Bengo,Angola
3351663,Benguela,Benguela,Angola
3350246,Catumbela,Benguela,Angola
3347939,Lobito,Benguela,Angola
3351014,Camacupa,Bié,Angola
3350372,Catabola,Bié,Angola
3348078,Cuito,Bié,Angola
2243271,Cabinda,Cabinda,Angola
3347353,Menongue,Cuando Cubango,Angola
2239076,N’Dalatando,Cuanza Norte,Angola
3346015,Sumbe,Cuanza Sul,Angola
3351500,Caála,Huambo,Angola
3348313,Huambo,Huambo,Angola
3347853,Longonjo,Huambo,Angola
3351024,Caluquembe,Huíla,Angola
3347762,Lubango,Huíla,Angola
2240449,Luanda,Luanda,Angola
145724,Lucapa,Lunda Norte,Angola
145531,Saurimo,Lunda Sul,Angola
2239862,Malanje,Malanje,Angola
876177,Luau,Moxico,Angola
3347719,Luena,Moxico,Angola
3347019,Namibe,Namibe,Angola
2236568,Uíge,Uíge,Angola
2239520,Mbanza Congo,Zaire,Angola
2239001,Nzeto,Zaire,Angola
2236967,Soio,Zaire,Angola
3573374,The Valley,N/A,Anguilla
3576022,Saint John’S,Saint John,Antigua And Barbuda
10172104,Adrogué,Buenos Aires,Argentina
3436199,Azul,Buenos Aires,Argentina
3865086,Bahía Blanca,Buenos Aires,Argentina
3435810,Campana,Buenos Aires,Argentina
3861953,Chacabuco,Buenos Aires,Argentina
3861344,Chivilcoy,Buenos Aires,Argentina
3860164,Coronel Suárez,Buenos Aires,Argentina
3435038,Dolores,Buenos Aires,Argentina
3853354,Junín,Buenos Aires,Argentina
3432043,La Plata,Buenos Aires,Argentina
3846864,Lincoln,Buenos Aires,Argentina
3430988,Luján,Buenos Aires,Argentina
3430863,Mar Del Plata,Buenos Aires,Argentina
3430708,Mercedes,Buenos Aires,Argentina
3430545,Morón,Buenos Aires,Argentina
3430443,Necochea,Buenos Aires,Argentina
3842881,Nueve De Julio,Buenos Aires,Argentina
3842670,Olavarría,Buenos Aires,Argentina
3841490,Pergamino,Buenos Aires,Argentina
3429902,Pontevedra,Buenos Aires,Argentina
3839982,Punta Alta,Buenos Aires,Argentina
3429652,Quilmes,Buenos Aires,Argentina
3428992,San Isidro,Buenos Aires,Argentina
3836846,San Nicolás De Los Arroyos,Buenos Aires,Argentina
3427833,Tandil,Buenos Aires,Argentina
3427761,Tigre,Buenos Aires,Argentina
3833859,Tres Arroyos,Buenos Aires,Argentina
3833112,Veinticinco De Mayo,Buenos Aires,Argentina
3427431,Villa Gesell,Buenos Aires,Argentina
3427213,Zárate,Buenos Aires,Argentina
3435910,Buenos Aires,Buenos Aires F.D.,Argentina
3435356,Colegiales,Buenos Aires F.D.,Argentina
3429576,Retiro,Buenos Aires F.D.,Argentina
3427408,Villa Lugano,Buenos Aires F.D.,Argentina
6693230,Villa Santa Rita,Buenos Aires F.D.,Argentina
3837702,San Fernando Del Valle De Catamarca,Catamarca,Argentina
3436124,Barranqueras,Chaco,Argentina
3862320,Castelli,Chaco,Argentina
3861678,Charata,Chaco,Argentina
3433901,Fontana,Chaco,Argentina
3433803,General José De San Martín,Chaco,Argentina
3855074,General Pinedo,Chaco,Argentina
3848687,Las Breñas,Chaco,Argentina
3845330,Machagai,Chaco,Argentina
3840300,Presidencia Roque Sáenz Peña,Chaco,Argentina
3839490,Quitilipi,Chaco,Argentina
3429577,Resistencia,Chaco,Argentina
3833794,Tres Isletas,Chaco,Argentina
3832811,Villa Ángela,Chaco,Argentina
3860443,Comodoro Rivadavia,Chubut,Argentina
3855974,Esquel,Chubut,Argentina
3840092,Puerto Madryn,Chubut,Argentina
3839307,Rawson,Chubut,Argentina
3833883,Trelew,Chubut,Argentina
3866163,Alta Gracia,Cordoba,Argentina
3865424,Arroyito,Cordoba,Argentina
3864331,Bell Ville,Cordoba,Argentina
3859965,Cosquín,Cordoba,Argentina
3859828,Cruz Del Eje,Cordoba,Argentina
3860259,Córdoba,Cordoba,Argentina
3859512,Deán Funes,Cordoba,Argentina
3856235,Embalse,Cordoba,Argentina
3853510,Jesús María,Cordoba,Argentina
3852374,La Calera,Cordoba,Argentina
3851331,La Falda,Cordoba,Argentina
3852468,Laboulaye,Cordoba,Argentina
3844899,Marcos Juárez,Cordoba,Argentina
3843619,Morteros,Cordoba,Argentina
3838902,Río Ceballos,Cordoba,Argentina
3838874,Río Cuarto,Cordoba,Argentina
3838797,Río Segundo,Cordoba,Argentina
3838793,Río Tercero,Cordoba,Argentina
3837675,San Francisco,Cordoba,Argentina
3833412,Unquillo,Cordoba,Argentina
3832815,Villa Allende,Cordoba,Argentina
3832791,Villa Carlos Paz,Cordoba,Argentina
3832756,Villa Dolores,Cordoba,Argentina
3832694,Villa María,Cordoba,Argentina
3832662,Villa Nueva,Cordoba,Argentina
3435217,Corrientes,Corrientes,Argentina
3435103,Curuzú Cuatiá,Corrientes,Argentina
3434095,Esquina,Corrientes,Argentina
3433753,Gobernador Ingeniero Valentín Virasoro,Corrientes,Argentina
3433715,Goya,Corrientes,Argentina
3430709,Mercedes,Corrientes,Argentina
3430598,Monte Caseros,Corrientes,Argentina
3430104,Paso De Los Libres,Corrientes,Argentina
3429403,Saladas,Corrientes,Argentina
3428759,San Lorenzo,Corrientes,Argentina
3428708,San Luis Del Palmar,Corrientes,Argentina
3428071,Santo Tomé,Corrientes,Argentina
3435486,Chajarí,Entre Rios,Argentina
3435264,Concepción Del Uruguay,Entre Rios,Argentina
3435261,Concordia,Entre Rios,Argentina
3859904,Crespo,Entre Rios,Argentina
3859384,Diamante,Entre Rios,Argentina
3433956,Federal,Entre Rios,Argentina
3433663,Gualeguay,Entre Rios,Argentina
3433658,Gualeguaychú,Entre Rios,Argentina
3432079,La Paz,Entre Rios,Argentina
3841956,Paraná,Entre Rios,Argentina
3428359,Santa Elena,Entre Rios,Argentina
3832934,Victoria,Entre Rios,Argentina
3427428,Villaguay,Entre Rios,Argentina
3433899,Formosa,Formosa,Argentina
3429949,Pirané,Formosa,Argentina
3846915,Libertador General San Martín,Jujuy,Argentina
3842190,Palpalá,Jujuy,Argentina
3836772,San Pedro,Jujuy,Argentina
3836564,San Salvador De Jujuy,Jujuy,Argentina
3855075,General Pico,La Pampa,Argentina
3835994,Santa Rosa,La Pampa,Argentina
3861445,Chilecito,La Rioja,Argentina
3848950,La Rioja,La Rioja,Argentina
3844421,Mendoza,Mendoza,Argentina
3836992,San Martín,Mendoza,Argentina
3836669,San Rafael,Mendoza,Argentina
3436287,Aristóbulo Del Valle,Misiones,Argentina
3434291,El Soberbio,Misiones,Argentina
3433836,Garupá,Misiones,Argentina
3433349,Jardín América,Misiones,Argentina
3430601,Montecarlo,Misiones,Argentina
3430340,Oberá,Misiones,Argentina
3429886,Posadas,Misiones,Argentina
3429790,Puerto Eldorado,Misiones,Argentina
3429786,Puerto Esperanza,Misiones,Argentina
3429777,Puerto Iguazú,Misiones,Argentina
3429732,Puerto Rico,Misiones,Argentina
3428577,San Pedro,Misiones,Argentina
3428068,San Vicente,Misiones,Argentina
3862144,Centenario,Neuquen,Argentina
3859552,Cutral-Có,Neuquen,Argentina
3843123,Neuquén,Neuquen,Argentina
3840885,Plottier,Neuquen,Argentina
3836951,San Martín De Los Andes,Neuquen,Argentina
3832132,Zapala,Neuquen,Argentina
3866242,Allen,Rio Negro,Argentina
3862254,Catriel,Rio Negro,Argentina
3861061,Cinco Saltos,Rio Negro,Argentina
3861056,Cipolletti,Rio Negro,Argentina
3858765,El Bolsón,Rio Negro,Argentina
3855065,General Roca,Rio Negro,Argentina
3837980,San Antonio Oeste,Rio Negro,Argentina
7647007,San Carlos De Bariloche,Rio Negro,Argentina
3832899,Viedma,Rio Negro,Argentina
3832647,Villa Regina,Rio Negro,Argentina
3856231,Embarcación,Salta,Argentina
3855116,General Enrique Mosconi,Salta,Argentina
3853491,Joaquín V. González,Salta,Argentina
3838233,Salta,Salta,Argentina
3836620,San Ramón De La Nueva Orán,Salta,Argentina
3834601,Tartagal,Salta,Argentina
3866425,Albardón,San Juan,Argentina
3862240,Caucete,San Juan,Argentina
3861416,Chimbas,San Juan,Argentina
3840860,Pocito,San Juan,Argentina
3837240,San José De Jáchal,San Juan,Argentina
3837213,San Juan,San Juan,Argentina
3836194,Santa Lucía,San Juan,Argentina
3832653,Villa Paula De Sarmiento,San Juan,Argentina
3837056,San Luis,San Luis,Argentina
7116866,Villa Mercedes,San Luis,Argentina
3863379,Caleta Olivia,Santa Cruz,Argentina
3838859,Río Gallegos,Santa Cruz,Argentina
3865385,Arroyo Seco,Santa Fe,Argentina
3436230,Avellaneda,Santa Fe,Argentina
3862738,Capitán Bermúdez,Santa Fe,Argentina
3862655,Carcarañá,Santa Fe,Argentina
3862351,Casilda,Santa Fe,Argentina
3862981,Cañada De Gómez,Santa Fe,Argentina
3860217,Coronda,Santa Fe,Argentina
3856022,Esperanza,Santa Fe,Argentina
3855554,Firmat,Santa Fe,Argentina
3854985,Gobernador Gálvez,Santa Fe,Argentina
3854895,Granadero Baigorria,Santa Fe,Argentina
3855244,Gálvez,Santa Fe,Argentina
3841500,Pérez,Santa Fe,Argentina
3839479,Rafaela,Santa Fe,Argentina
3429594,Reconquista,Santa Fe,Argentina
3838583,Rosario,Santa Fe,Argentina
3838506,Rufino,Santa Fe,Argentina
3428975,San Javier,Santa Fe,Argentina
3837441,San Jorge,Santa Fe,Argentina
3837124,San Justo,Santa Fe,Argentina
3836277,Santa Fe De La Vera Cruz,Santa Fe,Argentina
3835793,Santo Tomé,Santa Fe,Argentina
3834971,Sunchales,Santa Fe,Argentina
3833062,Venado Tuerto,Santa Fe,Argentina
3833027,Vera,Santa Fe,Argentina
3832778,Villa Constitución,Santa Fe,Argentina
3427388,Villa Ocampo,Santa Fe,Argentina
3865840,Añatuya,Santiago Del Estero,Argentina
3835869,Santiago Del Estero,Santiago Del Estero,Argentina
3834502,Termas De Río Hondo,Santiago Del Estero,Argentina
3833367,Ushuaia,Tierra Del Fuego,Argentina
3866496,Aguilares,Tucumán,Argentina
3866367,Alderetes,Tucumán,Argentina
3864375,Bella Vista,Tucumán,Argentina
3855666,Famaillá,Tucumán,Argentina
3843803,Monteros,Tucumán,Argentina
3836873,San Miguel De Tucumán,Tucumán,Argentina
3834813,Tafí Viejo,Tucumán,Argentina
3832260,Yerba Buena,Tucumán,Argentina
616877,Ashtarak,Aragatsotn Province,Armenia
174991,Ararat,Ararat Province,Armenia
174979,Artashat,Ararat Province,Armenia
616435,Masis,Ararat Province,Armenia
616631,Armavir,Armavir Province,Armenia
616062,Ejmiatsin,Armavir Province,Armenia
616599,Gavarr,Gegharkunik Province,Armenia
616250,Sevan,Gegharkunik Province,Armenia
617026,Abovyan,Kotayk Province,Armenia
616629,Hrazdan,Kotayk Province,Armenia
616199,Spitak,Lori Province,Armenia
616530,Vanadzor,Lori Province,Armenia
616635,Gyumri,Shirak Province,Armenia
174895,Goris,Syunik Province,Armenia
174972,Hats’Avan,Syunik Province,Armenia
174875,Kapan,Syunik Province,Armenia
616052,Yerevan,Yerevan,Armenia
3577284,Angochi,N/A,Aruba
3577277,Babijn,N/A,Aruba
3577154,Oranjestad,N/A,Aruba
2172517,Canberra,Australian Capital Territory,Australia
2178174,Albury,New South Wales,Australia
2177671,Armidale,New South Wales,Australia
2177565,Ashfield,New South Wales,Australia
2177513,Auburn,New South Wales,Australia
2176947,Bankstown,New South Wales,Australia
2176934,Banora Point,New South Wales,Australia
2176632,Bathurst,New South Wales,Australia
2176592,Baulkham Hills,New South Wales,Australia
2175411,Blacktown,New South Wales,Australia
2173911,Broken Hill,New South Wales,Australia
2172311,Caringbah,New South Wales,Australia
2172303,Carlingford,New South Wales,Australia
2172111,Castle Hill,New South Wales,Australia
2171845,Cessnock,New South Wales,Australia
7302259,City Of Parramatta,New South Wales,Australia
2171085,Coffs Harbour,New South Wales,Australia
2169956,Cronulla,New South Wales,Australia
2208305,Dee Why,New South Wales,Australia
2168305,Dubbo,New South Wales,Australia
2167949,Earlwood,New South Wales,Australia
2167312,Engadine,New South Wales,Australia
2167280,Epping,New South Wales,Australia
2166309,Forster,New South Wales,Australia
7302642,Glenmore Park,New South Wales,Australia
2164837,Goulburn,New South Wales,Australia
2164691,Granville,New South Wales,Australia
2164422,Griffith,New South Wales,Australia
2163137,Hornsby,New South Wales,Australia
2161776,Katoomba,New South Wales,Australia
2160063,Lismore,New South Wales,Australia
2159851,Liverpool,New South Wales,Australia
2159045,Maitland,New South Wales,Australia
2158651,Maroubra,New South Wales,Australia
2158626,Marrickville,New South Wales,Australia
2156813,Mosman,New South Wales,Australia
2155472,Newcastle,New South Wales,Australia
7281782,North Ryde,New South Wales,Australia
2154787,Nowra,New South Wales,Australia
2154219,Orange,New South Wales,Australia
7281840,Paramatta,New South Wales,Australia
2152659,Port Macquarie,New South Wales,Australia
2148398,Port Stephens,New South Wales,Australia
2152329,Quakers Hill,New South Wales,Australia
2152286,Queanbeyan,New South Wales,Australia
2208285,Randwick,New South Wales,Australia
2148997,South Grafton,New South Wales,Australia
2147714,Sydney,New South Wales,Australia
2147497,Tamworth,New South Wales,Australia
2147381,Taree,New South Wales,Australia
2208313,Umina,New South Wales,Australia
2145110,Wagga Wagga,New South Wales,Australia
9972964,West Pennant,New South Wales,Australia
2171507,Wollongong,New South Wales,Australia
2077895,Alice Springs,Northern Territory,Australia
2073124,Darwin,Northern Territory,Australia
6301965,Palmerston,Northern Territory,Australia
7932654,Booval,Queensland,Australia
